member_id,name,party_id,party,committee_id,district,gender,age,birthdate,elected_time,elected_type,start_date,end_date,exit_reason
7456,박완수,106,국민의힘,21,경남 창원시의창구,남,68,1955-08-26,2,지역구,,,
7457,박완주,100,무소속,1,충남 천안시을,남,57,1966-11-10,3,지역구,,,
7458,박용진,101,더불어민주당,9,서울 강북구을,남,53,1971-04-17,2,지역구,,,
7459,박재호,101,더불어민주당,14,부산 남구을,남,65,1959-02-13,2,지역구,,,
7460,박정,101,더불어민주당,22,경기 파주시을,남,61,1962-11-19,2,지역구,,,
8740,박정하,106,국민의힘,14,강원 원주시갑,남,57,1966-09-26,1,지역구,,,
7461,박주민,101,더불어민주당,5,서울 은평구갑,남,50,1973-11-21,2,지역구,,,
7462,박진,106,국민의힘,6,서울 강남구을,남,67,1956-09-16,4,지역구,,,
7463,박찬대,101,더불어민주당,1,인천 연수구갑,남,57,1967-05-10,2,지역구,,,
7464,박형수,104,미래통합당,14,경북 영주시영양군봉화군울진군,남,58,1965-10-20,1,지역구,,,
7465,박홍근,101,더불어민주당,15,서울 중랑구을,남,54,1969-10-08,3,지역구,,,
7466,배준영,104,미래통합당,19,인천 중구강화군옹진군,남,53,1970-10-21,1,지역구,,,
7467,배진교,107,정의당,5,비례대표,남,55,1968-08-26,1,비례대표,,,
7468,배현진,104,미래통합당,13,서울 송파구을,여,40,1983-11-06,1,지역구,,,
7469,백종헌,104,미래통합당,5,부산 금정구,남,61,1962-12-23,1,지역구,,,
7470,백혜련,101,더불어민주당,17,경기 수원시을,여,57,1967-02-17,2,지역구,,,
7471,변재일,101,더불어민주당,16,충북 청주시청원구,남,75,1948-09-02,5,지역구,,,
7472,서동용,101,더불어민주당,2,전남 순천시광양시곡성군구례군을,남,59,1964-09-02,1,지역구,,,
7473,서범수,104,미래통합당,5,울산 울주군,남,60,1963-09-17,1,지역구,,,
7474,서병수,106,국민의힘,2,부산 진구갑,남,72,1952-01-09,5,지역구,,,
7475,서삼석,101,더불어민주당,14,전남 영암군무안군신안군,남,64,1959-08-03,2,지역구,,,
7476,서영교,101,더불어민주당,6,서울 중랑구갑,여,59,1964-11-11,3,지역구,,,
7477,서영석,101,더불어민주당,10,경기 부천시정,남,59,1964-09-16,1,지역구,,,
7478,서일준,104,미래통합당,14,경남 거제시,남,59,1965-05-10,1,지역구,,,
7479,서정숙,106,국민의힘,5,비례대표,여,71,1953-02-18,1,비례대표,,,
7480,설훈,109,새로운미래,3,경기 부천시을,남,71,1953-04-23,5,지역구,,,
7481,성일종,104,미래통합당,3,충남 서산시태안군,남,61,1963-03-19,2,지역구,,,
7482,소병철,101,더불어민주당,9,전남 순천시광양시곡성군구례군갑,남,66,1958-02-15,1,지역구,,,
7483,소병훈,101,더불어민주당,7,경기 광주시갑,남,69,1954-06-03,2,지역구,,,
7484,송갑석,101,더불어민주당,3,광주 서구갑,남,57,1966-10-10,2,지역구,,,
7485,송기헌,101,더불어민주당,9,강원 원주시을,남,60,1963-10-02,2,지역구,,,
7486,송석준,104,미래통합당,14,경기 이천시,남,60,1964-03-10,2,지역구,,,
7487,송언석,104,미래통합당,14,경북 김천시,남,61,1963-05-16,2,지역구,,,
7488,송영길,101,더불어민주당,15,인천 계양구을,남,61,1963-03-21,5,지역구,,,
7489,송옥주,101,더불어민주당,16,경기 화성시갑,여,58,1965-12-20,2,지역구,,,
7490,송재호,101,더불어민주당,23,제주 제주시갑,남,63,1960-12-20,1,지역구,,,
7491,신동근,101,더불어민주당,14,인천 서구을,남,62,1961-12-22,2,지역구,,,
7492,신영대,101,더불어민주당,5,전북 군산시,남,56,1968-01-15,1,지역구,,,
7493,신원식,106,국민의힘,3,비례대표,남,65,1958-07-24,1,비례대표,,,
7494,신정훈,101,더불어민주당,19,전남 나주시화순군,남,59,1964-12-06,2,지역구,,,
7495,신현영,101,더불어민주당,12,비례대표,여,43,1980-11-17,1,비례대표,,,
7496,심상정,107,정의당,19,경기 고양시갑,여,65,1959-02-20,4,지역구,,,
7497,안규백,101,더불어민주당,3,서울 동대문구갑,남,63,1961-04-29,4,지역구,,,
7498,안민석,101,더불어민주당,2,경기 오산시,남,57,1966-08-13,5,지역구,,,
7499,안병길,106,국민의힘,19,부산 서구동구,남,62,1962-02-02,1,지역구,,,
3394,안철수,106,국민의힘,20,경기 성남시분당구갑,남,62,1962-01-22,3,지역구,,,
7500,안호영,101,더불어민주당,24,전북 완주군진안군무주군장수군,남,58,1965-10-11,2,지역구,,,
12,양경규,107,정의당,22,비례대표,남,64,1959-07-09,1,비례대표,,,
7501,양경숙,101,더불어민주당,12,비례대표,여,61,1962-09-06,1,비례대표,,,
7502,양금희,106,국민의힘,14,대구 북구갑,여,62,1961-11-15,1,지역구,,,
7503,양기대,101,더불어민주당,23,경기 광명시을,남,61,1962-10-12,1,지역구,,,
7504,양이원영,101,더불어민주당,24,비례대표,여,53,1971-05-14,1,비례대표,,,
7505,양정숙,110,개혁신당,14,비례대표,여,59,1965-03-12,1,비례대표,,,
7506,양향자,110,개혁신당,20,광주 서구을,여,57,1967-04-04,1,지역구,,,
7507,어기구,101,더불어민주당,7,충남 당진시,남,61,1963-01-10,2,지역구,,,
7508,엄태영,104,미래통합당,14,충북 제천시단양군,남,66,1958-01-22,1,지역구,,,
7509,오기형,101,더불어민주당,5,서울 도봉구을,남,57,1966-11-25,1,지역구,,,
7510,오영환,109,새로운미래,5,경기 의정부시갑,남,36,1988-02-10,1,지역구,,,
7511,오영훈,101,더불어민주당,21,제주 제주시을,남,55,1968-12-14,2,지역구,,,
7512,용혜인,113,기본소득당,12,비례대표,여,34,1990-04-12,1,비례대표,,,
7513,우상호,101,더불어민주당,15,서울 서대문구갑,남,61,1962-12-12,4,지역구,,,
13,우신구,106,국민의힘,3,비례대표,남,73,1950-10-01,1,비례대표,,,
7514,우원식,101,더불어민주당,14,서울 노원구을,남,66,1957-09-18,4,지역구,,,
7515,위성곤,101,더불어민주당,14,제주 서귀포시,남,56,1968-01-20,2,지역구,,,
7516,유경준,106,국민의힘,13,서울 강남구병,남,62,1961-06-17,1,지역구,,,
7517,유기홍,101,더불어민주당,14,서울 관악구갑,남,65,1958-06-11,3,지역구,,,
7518,유동수,101,더불어민주당,14,인천 계양구갑,남,62,1961-09-18,2,지역구,,,
7519,유상범,104,미래통합당,16,강원 홍천군횡성군영월군평창군,남,57,1966-06-04,1,지역구,,,
7520,유의동,106,국민의힘,20,경기 평택시을,남,52,1971-06-23,3,지역구,,,
7521,유정주,101,더불어민주당,5,비례대표,여,48,1975-12-13,1,비례대표,,,
7522,윤건영,101,더불어민주당,5,서울 구로구을,남,54,1969-09-26,1,지역구,,,
7523,윤관석,100,무소속,11,인천 남동구을,남,63,1960-08-17,3,지역구,,,
7524,윤두현,106,국민의힘,5,경북 경산시,남,63,1961-05-12,1,지역구,,,
7525,윤미향,100,무소속,7,비례대표,여,59,1965-02-10,1,비례대표,,,
7526,윤상현,106,국민의힘,3,인천 동구미추홀구을,남,61,1962-12-01,4,지역구,,,
7527,윤영덕,101,더불어민주당,6,광주 동구남구갑,남,54,1969-09-07,1,지역구,,,
7528,윤영석,104,미래통합당,20,경남 양산시갑,남,59,1964-10-07,3,지역구,,,
7529,윤영찬,101,더불어민주당,1,경기 성남시중원구,남,59,1964-08-05,1,지역구,,,
7530,윤재갑,101,더불어민주당,5,전남 해남군완도군진도군,남,69,1955-02-10,1,지역구,,,
7531,윤재옥,104,미래통합당,15,대구 달서구을,남,62,1961-09-10,3,지역구,,,
7532,윤주경,106,국민의힘,17,비례대표,여,65,1959-05-03,1,비례대표,,,
7533,윤준병,101,더불어민주당,5,전북 정읍시고창군,남,63,1961-03-03,1,지역구,,,
7534,윤창현,106,국민의힘,13,비례대표,남,63,1960-07-28,1,비례대표,,,
7535,윤한홍,104,미래통합당,17,경남 창원시마산회원구,남,61,1962-11-01,2,지역구,,,
7536,윤호중,101,더불어민주당,15,경기 구리시,남,61,1963-03-27,4,지역구,,,
7537,윤후덕,101,더불어민주당,3,경기 파주시갑,남,67,1957-01-09,3,지역구,,,
7538,윤희숙,106,국민의힘,14,서울 서초구갑,여,54,1970-02-07,1,지역구,,,
7539,이개호,101,더불어민주당,8,전남 담양군함평군영광군장성군,남,64,1959-06-23,3,지역구,,,
7540,이광재,101,더불어민주당,15,강원 원주시갑,남,59,1965-02-28,3,지역구,,,
7541,이규민,101,더불어민주당,14,경기 안성시,남,56,1968-05-10,1,지역구,,,
7542,이낙연,101,더불어민주당,15,서울 종로구,남,71,1952-12-20,5,지역구,2020-05-30,2021-09-15,사퇴
7543,이달곤,106,국민의힘,14,경남 창원시진해구,남,70,1953-09-11,2,지역구,,,
7544,이동주,101,더불어민주당,5,비례대표,남,51,1972-09-04,1,비례대표,,,
7545,이만희,104,미래통합당,19,경북 영천시청도군,남,60,1963-12-11,2,지역구,,,
7546,이명수,106,국민의힘,15,충남 아산시갑,남,69,1955-02-11,4,지역구,,,
7547,이병훈,101,더불어민주당,14,광주 동구남구을,남,67,1957-03-18,1,지역구,,,
7548,이상민,106,국민의힘,15,대전 유성구을,남,66,1958-01-22,5,지역구,,,
7549,이상직,100,무소속,3,전북 전주시을,남,61,1963-01-30,2,지역구,,,
7550,이상헌,100,무소속,8,울산 북구,남,69,1954-07-10,2,지역구,,,
7551,이성만,100,무소속,21,인천 부평구갑,남,62,1961-11-04,1,지역구,,,
7552,이소영,101,더불어민주당,4,경기 의왕시과천시,여,39,1985-02-10,1,지역구,,,
7553,이수진,102,더불어시민당,22,비례대표,여,55,1969-05-14,1,비례대표,,,
7554,이수진,100,무소속,24,서울 동작구을,여,54,1969-11-03,1,지역구,,,
7555,이양수,104,미래통합당,5,강원 속초시인제군고성군양양군,남,56,1967-08-15,2,지역구,,,
7556,이영,106,국민의힘,6,비례대표,여,54,1969-06-06,1,비례대표,,,
7557,이용,106,국민의힘,14,비례대표,남,45,1978-06-23,1,비례대표,,,
7558,이용빈,101,더불어민주당,14,광주 광산구갑,남,59,1964-12-15,1,지역구,,,
7559,이용선,101,더불어민주당,15,서울 양천구을,남,66,1958-02-12,1,지역구,,,
7560,이용우,101,더불어민주당,14,경기 고양시정,남,60,1964-02-01,1,지역구,,,
7561,이용호,106,국민의힘,14,전북 남원시임실군순창군,남,64,1960-03-20,2,지역구,,,
7562,이원욱,110,개혁신당,20,경기 화성시을,남,61,1963-03-20,3,지역구,,,
7563,이원택,101,더불어민주당,19,전북 김제시부안군,남,54,1970-01-25,1,지역구,,,
7564,이은주,107,정의당,5,비례대표,여,54,1969-09-02,1,비례대표,,,
8737,이인선,106,국민의힘,5,대구 수성구을,여,65,1959-05-02,1,지역구,,,
7565,이인영,101,더불어민주당,18,서울 구로구갑,남,59,1964-06-28,4,지역구,,,
14,이자스민,107,정의당,8,비례대표,여,47,1977-01-06,2,비례대표,,,
7566,이장섭,101,더불어민주당,16,충북 청주시서원구,남,61,1963-05-14,1,지역구,,,
8738,이재명,101,더불어민주당,3,인천 계양구을,남,59,1964-12-22,1,지역구,,,
7567,이재정,101,더불어민주당,11,경기 안양시동안구을,여,49,1974-08-02,2,지역구,,,
7568,이정문,101,더불어민주당,1,충남 천안시병,남,51,1973-01-05,1,지역구,,,
7569,이종배,104,미래통합당,11,충북 충주시,남,66,1957-05-30,3,지역구,,,
7570,이종성,106,국민의힘,23,비례대표,남,54,1970-02-17,1,비례대표,,,
7571,이주환,106,국민의힘,24,부산 연제구,남,56,1967-08-20,1,지역구,,,
7572,이채익,106,국민의힘,3,울산 남구갑,남,69,1955-05-27,3,지역구,,,
7573,이철규,104,미래통합당,14,강원 동해시태백시삼척시정선군,남,66,1957-09-20,2,지역구,,,
7574,이탄희,101,더불어민주당,21,경기 용인시정,남,45,1978-11-03,1,지역구,,,
7575,이태규,106,국민의힘,24,비례대표,남,60,1964-03-22,2,비례대표,,,
7576,이학영,101,더불어민주당,22,경기 군포시,남,72,1952-04-16,3,지역구,,,
7577,이해식,101,더불어민주당,19,서울 강동구을,남,60,1963-11-13,1,지역구,,,
7578,이헌승,104,미래통합당,3,부산 부산진구을,남,61,1963-05-11,3,지역구,,,
7579,이형석,101,더불어민주당,14,광주 북구을,남,62,1961-10-05,1,지역구,,,
7580,인재근,101,더불어민주당,10,서울 도봉구갑,여,70,1953-11-11,3,지역구,,,
8733,임병헌,106,국민의힘,14,대구 중구남구,남,70,1953-10-10,1,지역구,,,
7581,임오경,101,더불어민주당,5,경기 광명시갑,여,52,1971-12-11,1,지역구,,,
7582,임이자,104,미래통합당,24,경북 상주시문경시 ,여,60,1964-03-05,2,지역구,,,
7583,임종성,101,더불어민주당,8,경기 광주시을,남,58,1965-08-05,2,지역구,,,
7584,임호선,101,더불어민주당,21,충북 증평군진천군음성군,남,59,1964-09-27,1,지역구,,,
7585,장경태,101,더불어민주당,5,서울 동대문구을,남,40,1983-10-12,1,지역구,,,
8741,장동혁,106,국민의힘,14,충남 보령시서천군,남,54,1969-06-02,1,지역구,,,
7586,장제원,106,국민의힘,1,부산 사상구,남,57,1967-04-13,3,지역구,,,
7587,장철민,101,더불어민주당,5,대전 동구,남,41,1983-05-16,1,지역구,,,
7588,장혜영,107,정의당,14,비례대표,여,37,1987-04-08,1,비례대표,,,
7589,전봉민,106,국민의힘,5,부산 수영구,남,51,1972-10-21,1,지역구,,,
7590,전용기,102,더불어시민당,9,비례대표,남,32,1991-10-26,1,비례대표,,,
7591,전재수,101,더불어민주당,1,부산 북구강서구갑,남,53,1971-04-20,2,지역구,,,
7592,전주혜,106,국민의힘,9,비례대표,여,57,1966-07-15,1,비례대표,,,
7593,전해철,101,더불어민주당,15,경기 안산시상록구갑,남,62,1962-05-18,3,지역구,,,
7594,전혜숙,100,무소속,23,서울 광진구갑,여,69,1955-05-05,3,지역구,,,
7595,정경희,106,국민의힘,5,비례대표,여,66,1958-01-26,1,비례대표,,,
7596,정동만,104,미래통합당,4,부산 기장군,남,58,1965-07-18,1,지역구,,,
7597,정성호,101,더불어민주당,3,경기 양주시,남,62,1961-09-10,4,지역구,,,
5592,정우택,106,국민의힘,21,충북 청주시상당구,남,71,1953-02-18,5,지역구,,,
7598,정운천,106,국민의힘,14,비례대표,남,70,1954-04-10,2,비례대표,,,
7599,정일영,101,더불어민주당,11,인천 연수구을,남,66,1957-08-14,1,지역구,,,
7600,정점식,104,미래통합당,9,경남 통영시고성군,남,58,1965-07-15,2,지역구,,,
7601,정정순,101,더불어민주당,4,충북 청주시상당구,남,66,1958-01-19,1,지역구,,,
7602,정진석,106,국민의힘,15,충남 공주시부여군청양군,남,63,1960-09-04,5,지역구,,,
7603,정찬민,106,국민의힘,22,경기 용인시갑,남,66,1958-05-16,1,지역구,,,
7604,정청래,101,더불어민주당,11,서울 마포구을,남,59,1965-04-18,3,지역구,,,
7605,정춘숙,101,더불어민주당,10,경기 용인시병,여,60,1964-01-08,2,지역구,,,
7606,정태호,101,더불어민주당,13,서울 관악구을,남,61,1963-03-20,1,지역구,,,
7607,정필모,101,더불어민주당,1,비례대표,남,65,1958-06-03,1,비례대표,,,
7608,정희용,104,미래통합당,5,경북 고령군성주군칠곡군,남,47,1976-10-01,1,지역구,,,
7609,조경태,104,미래통합당,14,부산 사하구을,남,56,1968-01-10,5,지역구,,,
7610,조명희,106,국민의힘,5,비례대표,여,68,1955-09-14,1,비례대표,,,
7611,조수진,106,국민의힘,22,비례대표,여,51,1972-06-19,1,비례대표,,,
7612,조승래,101,더불어민주당,1,대전 유성구갑,남,56,1968-02-21,2,지역구,,,
7613,조오섭,101,더불어민주당,4,광주 북구갑,남,55,1968-07-19,1,지역구,,,
8732,조은희,106,국민의힘,5,서울 서초구갑,여,63,1961-05-20,1,지역구,,,
7614,조응천,110,개혁신당,17,경기 남양주시갑,남,61,1962-09-17,2,지역구,,,
7615,조정식,101,더불어민주당,15,경기 시흥시을,남,60,1963-12-25,5,지역구,,,
7616,조정훈,115,시대전환,14,비례대표,남,51,1972-10-07,1,비례대표,,,
7617,조태용,106,국민의힘,18,비례대표,남,67,1956-08-29,1,비례대표,,,
7618,조해진,106,국민의힘,19,경남 밀양시의령군함안군창녕군,남,60,1963-08-04,3,지역구,,,
7619,주철현,101,더불어민주당,5,전남 여수시갑,남,65,1959-03-12,1,지역구,,,
7620,주호영,104,미래통합당,5,대구 수성구갑,남,63,1960-12-10,5,지역구,,,
7621,지성호,106,국민의힘,12,비례대표,남,42,1982-04-03,1,비례대표,,,
7622,진선미,101,더불어민주당,6,서울 강동구갑,여,57,1967-05-14,3,지역구,,,
7623,진성준,101,더불어민주당,5,서울 강서구을,남,57,1967-04-19,2,지역구,,,
7624,천준호,101,더불어민주당,5,서울 강북구갑,남,53,1971-02-15,1,지역구,,,
7625,최강욱,101,더불어민주당,9,비례대표,남,56,1968-05-05,1,비례대표,,,
7626,최기상,101,더불어민주당,9,서울 금천구,남,54,1969-10-07,1,지역구,,,
7627,최승재,106,국민의힘,17,비례대표,남,56,1967-07-11,1,비례대표,,,
7628,최연숙,106,국민의힘,12,비례대표,여,63,1960-07-25,1,비례대표,,,
8744,최영희,106,국민의힘,10,비례대표,여,72,1951-06-02,1,비례대표,,,
7629,최인호,101,더불어민주당,4,부산 사하구갑,남,57,1966-10-15,2,지역구,,,
8734,최재형,106,국민의힘,10,서울 종로구,남,67,1956-09-02,1,지역구,2022-03-09,2024-05-29,
7630,최종윤,101,더불어민주당,17,경기 하남시,남,58,1966-02-27,1,지역구,,,
7631,최춘식,106,국민의힘,14,경기 포천시가평군,남,68,1956-03-14,1,지역구,,,
7632,최형두,104,미래통합당,1,경남 창원시마산합포구,남,61,1962-10-23,1,지역구,,,
7633,최혜영,101,더불어민주당,13,비례대표,여,44,1979-06-01,1,비례대표,,,
